mean_value_ML,mean_value_AP,mean_distance_ML,mean_distance_AP,mean_distance_Radius,maximal_distance_ML,maximal_distance_AP,maximal_distance_Radius,rms_ML,rms_AP,rms_Radius,range_ML,range_AP,range_ML_AND_AP,range_ratio_ML_AND_AP,planar_deviation_ML_AND_AP,coefficient_sway_direction_ML_AND_AP,confidence_ellipse_area_ML_AND_AP,principal_sway_direction_ML_AND_AP,mean_velocity_ML,mean_velocity_AP,mean_velocity_ML_AND_AP,sway_area_per_second_ML_AND_AP,phase_plane_parameter_ML,phase_plane_parameter_AP,LFS_ML_AND_AP,fractal_dimension_ML_AND_AP,zero_crossing_SPD_ML,peak_velocity_pos_SPD_ML,peak_velocity_neg_SPD_ML,peak_velocity_all_SPD_ML,zero_crossing_SPD_AP,peak_velocity_pos_SPD_AP,peak_velocity_neg_SPD_AP,peak_velocity_all_SPD_AP,mean_peak_Sway_Density,mean_distance_peak_Sway_Density,mean_frequency_ML,mean_frequency_AP,mean_frequency_ML_AND_AP,total_power_Power_Spectrum_Density_ML,total_power_Power_Spectrum_Density_AP,power_frequency_50_Power_Spectrum_Density_ML,power_frequency_50_Power_Spectrum_Density_AP,power_frequency_95_Power_Spectrum_Density_ML,power_frequency_95_Power_Spectrum_Density_AP,frequency_mode_Power_Spectrum_Density_ML,frequency_mode_Power_Spectrum_Density_AP,centroid_frequency_Power_Spectrum_Density_ML,centroid_frequency_Power_Spectrum_Density_AP,frequency_dispersion_Power_Spectrum_Density_ML,frequency_dispersion_Power_Spectrum_Density_AP,energy_content_below_05_Power_Spectrum_Density_ML,energy_content_below_05_Power_Spectrum_Density_AP,energy_content_05_2_Power_Spectrum_Density_ML,energy_content_05_2_Power_Spectrum_Density_AP,energy_content_above_2_Power_Spectrum_Density_ML,energy_content_above_2_Power_Spectrum_Density_AP,frequency_quotient_Power_Spectrum_Density_ML,frequency_quotient_Power_Spectrum_Density_AP,short_time_diffusion_Diffusion_ML,long_time_diffusion_Diffusion_ML,critical_time_Diffusion_ML,critical_displacement_Diffusion_ML,short_time_scaling_Diffusion_ML,long_time_scaling_Diffusion_ML,short_time_diffusion_Diffusion_AP,long_time_diffusion_Diffusion_AP,critical_time_Diffusion_AP,critical_displacement_Diffusion_AP,short_time_scaling_Diffusion_AP,long_time_scaling_Diffusion_AP,Label
0.104987,0.293239,0.342162,0.359558,0.553491,1.426378,1.586854,1.616735,0.441654,0.454758,0.633927,2.609456,2.81147,2.912944,0.928146,0.633927,-0.316508,3.592099,42.360624,1.128381,0.748085,1.485014,0.273473,1.512239,1.065832,49.559745,2.233888,515,1.385867,1.372333,1.3791,442,0.972794,0.922809,0.947745,0.858719,0.438032,0.583169,0.367919,0.427155,16.039798,11.300262,0.333667,0.241909,1.34301,0.950951,0.175175,0.15015,0.627451,0.482596,0.643584,0.660003,11.391096,9.130239,4.525738,2.115268,0.122963,0.054756,0.007725,0.004869,0.916234,0.276562,0.471835,0.252422,0.858159,0.060798,0.460399,0.403693,0.929401,0.404777,0.879296,-0.018325,C
-0.144313,-0.188678,0.265154,0.417671,0.543909,1.301688,1.53317,1.673003,0.341874,0.515907,0.618901,2.345028,2.820664,2.919616,0.831375,0.618901,-0.023549,3.324483,1.592491,0.990759,0.975634,1.552911,0.271354,1.374248,1.36745,55.997572,2.287128,480,1.394917,1.401264,1.398097,389,1.344318,1.257455,1.300886,0.760891,0.419908,0.660754,0.413069,0.454554,7.813241,15.627203,0.45045,0.325325,1.685018,1.117784,0.15015,0.15015,0.849133,0.571817,0.637355,0.625779,4.35102,10.919134,3.298986,4.598001,0.163234,0.110068,0.021338,0.007093,0.6195,0.218872,0.523403,0.215192,0.816632,0.013095,0.850812,0.384562,0.622261,0.365668,0.890042,0.053099,C
-1.534256,2.498157,0.459632,0.472725,0.741861,1.931723,2.689508,2.696558,0.569078,0.612482,0.836052,3.776198,4.519428,4.614944,0.835548,0.836052,0.037726,6.566937,13.574901,1.269816,1.222307,1.957619,0.461449,1.729831,1.756619,35.736508,2.218197,461,1.727021,1.679213,1.703117,431,1.705614,1.658227,1.681921,0.626857,0.564497,0.488541,0.457237,0.420118,12.295683,16.575224,0.500501,0.35035,1.476476,1.434768,0.166834,0.158492,0.802812,0.694862,0.596011,0.645886,6.111849,10.279572,6.01741,6.065825,0.166424,0.229827,0.013721,0.014061,1.135421,0.24757,0.364414,0.203672,0.851069,0.096676,1.154737,0.280216,0.359967,0.202825,0.851135,0.158169,C
0.656315,0.992052,0.421642,0.366268,0.625169,2.669199,1.931222,2.939582,0.561195,0.491667,0.746107,4.160787,3.842164,4.388028,1.082928,0.746107,0.013679,5.201774,87.055943,1.194375,1.110115,1.805517,0.379207,1.695399,1.516835,41.609908,2.240322,422,1.687386,1.584566,1.636098,508,1.465433,1.445132,1.455302,0.697066,0.510155,0.500918,0.535968,0.4598,15.790332,13.134715,0.417084,0.333667,1.476476,1.351351,0.191859,0.15015,0.717794,0.680061,0.618035,0.670034,9.021197,8.91559,6.606458,3.989824,0.162677,0.229301,0.01041,0.017768,1.157285,0.668367,0.731152,0.674626,0.861728,-0.014883,0.787326,0.316813,0.560425,0.299525,0.834494,0.048451,C
0.463394,0.707477,0.380637,0.521663,0.711506,1.655926,2.31282,2.402414,0.476522,0.653552,0.808829,3.285597,4.45906,4.563905,0.736836,0.808829,-0.029564,5.869226,2.62951,1.557719,2.477654,3.227101,0.692817,2.157801,3.42331,65.914115,2.622187,393,2.60624,2.47147,2.538855,430,3.629477,3.687564,3.658588,0.34541,0.99556,0.723682,0.839886,0.722102,20.081028,34.091503,0.375375,0.850851,1.726727,1.768435,0.158492,0.967634,0.79939,1.00444,0.670206,0.519327,12.838059,9.098762,6.855275,23.889229,0.387694,1.103512,0.019687,0.033452,1.540752,0.437801,0.457347,0.431305,0.813748,0.009554,4.340943,0.593124,0.283064,0.530307,0.832906,0.04435,C
-0.446219,0.732869,0.622419,0.62176,0.985774,2.928723,3.296041,3.551768,0.815323,0.805616,1.146197,5.431928,5.47725,5.819421,0.991725,1.146197,-0.102925,12.318335,48.319377,1.752037,1.884863,2.870692,0.936301,2.437967,2.579431,27.937103,2.260988,459,2.514375,2.421171,2.467773,572,2.385835,2.491038,2.438528,0.401893,0.932255,0.497772,0.536076,0.463633,32.86203,41.325601,0.308642,0.408742,1.451451,1.142809,0.15015,0.216884,0.700099,0.665211,0.681826,0.645783,21.45906,27.006513,10.684866,13.429513,0.718104,0.889575,0.02234,0.022,1.961615,1.370681,0.805353,1.371029,0.827367,-0.000585,2.085103,0.932621,0.587401,0.87251,0.818724,0.062612,C
-0.662837,-1.091572,0.673717,0.676891,1.059295,4.698061,4.695464,6.5211,0.897351,0.914187,1.281006,8.596092,7.373777,9.579256,1.165765,1.281006,0.079165,15.418396,38.392435,2.962628,2.251805,4.113793,1.63839,4.262917,3.642348,31.99594,2.431058,451,4.07451,4.216972,4.145741,470,3.107722,3.197564,3.152739,0.294684,1.451706,0.777624,0.588277,0.618288,72.73825,54.166092,0.533689,0.483656,1.709473,1.551034,0.1501,0.158439,0.856819,0.813961,0.601343,0.637247,34.048655,27.86689,36.74747,24.787068,1.942125,1.512134,0.027433,0.028718,6.801066,1.579761,0.412075,1.545171,0.835794,0.012486,4.399213,1.29237,0.452129,1.197071,0.819833,0.04825,C
0.272911,1.656731,0.519944,0.575396,0.855419,2.178393,2.558284,2.648585,0.658102,0.709799,0.967943,4.071717,4.462075,4.712618,0.912516,0.967943,0.375969,8.160996,39.308243,1.459823,2.270516,2.965142,0.80242,1.983762,2.967283,43.556099,2.424094,467,1.974854,1.887051,1.930952,621,3.253448,3.158615,3.206032,0.358695,0.841856,0.496494,0.697795,0.551864,20.141886,28.243912,0.375375,0.442109,1.409743,1.935269,0.25025,0.417084,0.716715,0.910682,0.630708,0.681653,12.334734,16.532815,7.516289,10.412473,0.290863,1.298624,0.014652,0.048195,1.482806,0.28647,0.307563,0.19942,0.850785,0.153605,1.769993,0.407633,0.316472,0.326782,0.734205,0.096076,C
-0.686225,0.85474,0.374547,0.451515,0.643791,1.547723,1.809493,1.849449,0.458897,0.558162,0.722586,2.581659,3.204653,3.207298,0.805597,0.722586,0.182718,4.747977,21.417387,0.956462,1.086335,1.618744,0.34245,1.364118,1.535293,40.871093,2.201171,495,1.287027,1.16512,1.226073,416,1.506061,1.38566,1.445716,0.714263,0.53446,0.451576,0.425463,0.400312,11.080229,14.944301,0.375375,0.442109,1.217885,1.092759,0.166834,0.15015,0.633356,0.630237,0.628949,0.577177,7.525619,8.905647,3.401465,5.875152,0.153144,0.163503,0.014015,0.011062,0.625797,0.485213,0.86375,0.490435,0.83201,-0.036545,0.953801,0.260868,0.417055,0.208614,0.869015,0.127801,C
1.891891,-0.050766,0.454167,0.439308,0.706994,5.505638,2.935593,5.568628,0.66422,0.577876,0.880414,8.003335,4.704849,8.005709,1.701082,0.880414,0.001254,7.236918,89.742898,1.422164,1.60719,2.401216,0.630427,2.717297,2.378882,39.776298,2.318192,490,1.91015,1.953578,1.931908,535,2.328796,2.158851,2.243824,0.640615,0.782168,0.553738,0.646947,0.54073,32.477362,25.730333,0.458792,0.4004,1.484818,1.451451,0.183517,0.216884,0.79877,0.794276,0.644832,0.665891,17.397069,15.819311,14.432088,9.386204,0.648206,0.524818,0.020365,0.020822,2.471581,0.842482,0.516265,0.832777,0.822712,0.008763,1.68173,0.562693,0.493061,0.540058,0.803186,0.029032,C
-0.144275,-0.685701,0.4144,0.464885,0.686171,1.926376,1.704777,2.113013,0.523698,0.563313,0.769143,3.261799,3.144204,3.605398,1.037401,0.769143,0.021747,5.56077,8.295671,1.452244,0.785065,1.799276,0.425266,2.079344,1.191082,38.789086,2.217466,476,1.904278,2.061592,1.9831,529,1.015286,1.030107,1.022697,0.757348,0.510103,0.619712,0.298628,0.417475,15.84946,9.244763,0.458792,0.266934,1.651652,1.051051,0.158492,0.15015,0.842823,0.552199,0.617716,0.685808,8.384506,7.208549,7.079894,1.919775,0.38506,0.116439,0.0249,0.012756,1.441734,0.531755,0.548146,0.538317,0.819305,-0.0102,0.397539,0.262772,0.739523,0.241438,0.826315,0.140304,C
0.485613,1.500554,0.541055,0.699562,0.97376,2.038641,2.544108,2.596682,0.67552,0.855077,1.089717,4.027119,4.477467,4.48757,0.899419,1.089717,-0.107407,10.827569,12.149355,2.074572,1.468491,2.802544,0.922852,2.777141,2.080074,31.029031,2.287131,452,3.059564,2.932385,2.996116,655,2.043283,1.969849,2.006566,0.43349,0.743322,0.678042,0.371206,0.458211,28.791852,15.368637,0.383717,0.367034,1.685018,1.701702,0.15015,0.15015,0.873704,0.820956,0.644001,0.712565,16.551455,9.912188,11.651835,4.924565,0.588563,0.531883,0.020869,0.035849,2.664919,0.810991,0.475219,0.782372,0.823679,0.024145,0.8329,0.288268,0.403001,0.212557,0.751365,0.167626,C
0.450919,-0.665793,0.572556,0.501174,0.839727,2.900849,2.597523,3.007655,0.738857,0.632632,0.972693,5.738425,4.914141,5.747515,1.167737,0.972693,0.113497,8.755941,71.967205,2.077872,1.439353,2.775399,0.742044,2.853413,1.978319,38.011426,2.352038,430,3.171536,3.249446,3.2104,520,1.77329,1.898833,1.836183,0.392306,0.934218,0.641757,0.507865,0.526202,39.703382,27.712903,0.37525,0.425284,1.684456,1.017345,0.233489,0.458639,0.759893,0.617781,0.658,0.594495,25.189258,17.552552,13.817331,9.793519,0.696793,0.366832,0.017863,0.013414,2.700906,0.898236,0.503416,0.877617,0.818934,0.016918,1.437149,0.443649,0.457818,0.38191,0.848113,0.0959,C
1.014188,2.106025,0.617845,0.495373,0.869867,3.462317,3.367522,3.69061,0.778577,0.636498,1.00564,5.973952,5.007911,6.537655,1.192903,1.00564,0.039204,9.336234,84.531099,2.378456,1.835736,3.314139,0.990412,3.515877,2.777462,42.554522,2.456831,492,3.432776,3.342241,3.387601,736,2.500295,2.44104,2.470627,0.40037,0.951015,0.680746,0.655311,0.606573,33.530765,21.865792,0.4004,0.35035,1.64331,1.34301,0.15015,0.275275,0.843051,0.731859,0.651212,0.706358,18.389397,15.39726,14.307841,5.95098,0.833527,0.517552,0.025492,0.024243,3.547474,1.316785,0.546066,1.361065,0.79169,-0.027334,1.247185,0.568804,0.553962,0.543824,0.702619,0.038017,C
0.521884,-3.563695,0.354986,0.589727,0.755857,1.70931,3.382485,3.444636,0.460812,0.785624,0.910798,2.638662,5.707574,5.750923,0.462309,0.910798,-0.087335,6.799598,4.438646,0.612232,1.373309,1.643482,0.397288,0.969912,2.180903,28.975333,2.10597,445,0.632439,0.681159,0.656799,365,1.698543,1.687476,1.693009,0.958808,0.683727,0.304983,0.411801,0.346171,15.16652,33.311815,0.233567,0.392059,0.809142,1.067734,0.175175,0.15015,0.384475,0.590297,0.62203,0.557402,13.870775,20.273546,1.264584,12.896262,0.03116,0.142007,0.002059,0.004281,0.433622,0.402239,0.960491,0.40293,0.910556,-0.021281,2.564119,1.125236,0.640525,1.133363,0.916369,-0.008077,C
0.864028,-2.063879,0.245919,0.328166,0.456635,1.168079,1.628034,1.659017,0.313475,0.422244,0.525886,2.028571,2.861795,2.880229,0.708846,0.525886,-0.026314,2.494726,2.487528,0.531268,0.856419,1.109047,0.159528,0.755021,1.20435,53.293437,2.167569,628,0.614215,0.608454,0.61133,405,1.105716,1.022432,1.064074,1.305337,0.35083,0.382024,0.46149,0.386675,4.604519,10.802675,0.291959,0.375375,1.009343,1.067734,0.191859,0.15015,0.533159,0.58986,0.648715,0.581143,3.601488,6.821439,0.974286,3.919784,0.028745,0.061451,0.006282,0.005721,0.193341,0.112649,0.698522,0.105102,0.849423,0.096639,0.711258,0.2785,0.579411,0.266489,0.899418,0.040391,C
-0.897942,-0.829389,0.720832,0.847275,1.235326,3.864359,4.312922,4.819994,0.930161,1.061947,1.411712,7.179593,7.30628,7.978486,0.98266,1.411712,0.149811,18.413626,24.213078,4.171167,5.028581,7.243759,2.790062,5.654161,6.582658,47.159742,2.842751,680,5.608689,5.544023,5.576309,927,6.789032,6.698818,6.743925,0.137571,1.420367,1.023278,1.04952,0.933571,77.123688,48.016673,0.650651,0.709042,1.918585,2.827828,0.325325,0.15015,1.001509,1.357644,0.594315,0.648415,27.363018,16.334517,46.438863,25.181801,3.321807,6.500355,0.04501,0.156573,7.664682,1.375389,0.308751,1.280944,0.761145,0.030266,3.590505,0.702991,0.171527,0.465225,0.579555,0.117079,C
-0.031976,0.209776,0.434121,0.547187,0.770976,2.777685,2.789417,2.84783,0.55972,0.704352,0.899665,4.456555,4.844314,4.846702,0.919956,0.899665,-0.179736,7.312,18.890584,1.37113,1.29315,2.082782,0.560747,1.958202,1.82256,34.158535,2.223366,479,1.745352,1.843975,1.794663,454,1.761034,1.526636,1.644094,0.607299,0.725078,0.558519,0.417911,0.430099,17.360262,20.930708,0.483656,0.400267,1.442628,1.109073,0.1501,0.283522,0.780397,0.646143,0.607398,0.592116,8.862634,12.435553,8.24774,8.242727,0.249888,0.252428,0.014604,0.012207,1.44133,0.545316,0.549853,0.523906,0.846014,0.033484,1.32633,0.442883,0.488788,0.381361,0.870618,0.104465,C
-1.128811,-1.628981,0.717441,0.573678,1.010955,2.499047,2.089458,2.868337,0.903318,0.714512,1.151742,4.783465,4.159016,5.35271,1.150143,1.151742,-0.158042,12.016128,73.130768,1.608782,1.648885,2.555784,0.785148,2.364742,2.270491,25.498011,2.196607,383,2.20011,2.223071,2.21159,438,2.32996,2.278248,2.304163,0.43652,0.980752,0.396534,0.508267,0.402492,34.706375,31.571717,0.3003,0.367034,1.259593,1.19286,0.175175,0.241909,0.6219,0.634126,0.643172,0.644531,23.944257,21.465614,10.531861,9.620228,0.230257,0.485875,0.006679,0.01563,2.386868,1.371825,0.726892,1.362489,0.878852,0.010704,1.918362,0.635541,0.490016,0.572686,0.847372,0.072997,C
0.709681,0.121292,0.804048,0.700263,1.193197,4.71416,3.042738,4.865762,1.082452,0.86593,1.386195,7.213631,5.767751,7.795173,1.250684,1.386195,0.132919,17.515708,74.715801,1.914792,2.686684,3.642992,1.445247,2.750989,3.653813,24.933159,2.30145,539,2.612402,2.661121,2.636762,574,4.072773,3.679967,3.876712,0.301866,1.112121,0.421123,0.678462,0.486084,37.923974,36.813164,0.375375,0.650651,1.384718,1.99366,0.15015,0.166834,0.732181,1.000435,0.676411,0.612674,24.911106,12.375399,12.371814,22.608185,0.641054,1.829579,0.017194,0.052298,2.207418,1.427692,0.746684,1.368155,0.818795,0.072911,3.342201,0.61434,0.249823,0.392797,0.77184,0.161231,C
0.202183,1.170941,0.422505,0.620611,0.821443,2.740912,2.870676,3.684201,0.590656,0.788087,0.984863,4.282546,4.564314,5.273068,0.938267,0.984863,-0.0779,8.749723,7.459305,0.980467,1.15389,1.694193,0.508481,1.564635,1.796726,23.212143,2.054258,477,1.130527,1.155706,1.143117,329,1.555682,1.543207,1.549444,0.837906,0.65096,0.410366,0.328787,0.32836,14.747132,22.515401,0.358692,0.425425,1.24291,1.134468,0.15015,0.15015,0.658145,0.599057,0.605154,0.557358,9.389577,13.040351,5.284642,9.383442,0.072913,0.091608,0.004969,0.004085,1.134459,0.678519,0.751079,0.680695,0.892237,-0.005593,1.588577,0.633195,0.571407,0.57145,0.913439,0.091665,C
-1.335059,-0.003785,0.445096,0.572728,0.803092,2.03676,3.674729,3.698953,0.566597,0.720348,0.916479,3.580495,5.707452,5.717639,0.627337,0.916479,-0.101913,7.655208,11.401843,1.821455,2.366342,3.303421,0.837191,2.548501,3.349939,51.731343,2.531428,428,2.767759,2.777523,2.772629,498,3.447384,3.29501,3.37135,0.348504,1.031541,0.72366,0.730633,0.654883,25.266525,35.467464,0.45045,0.667334,1.801802,1.79346,0.183517,0.15015,0.878554,0.959475,0.640298,0.63098,13.481929,14.596361,10.919748,19.470251,0.864848,1.400852,0.035442,0.041121,2.084654,0.653562,0.489607,0.655526,0.809996,-0.0021,3.202818,0.777977,0.384038,0.703569,0.791849,0.052524,C
1.194176,2.169191,0.554943,0.414973,0.763866,2.372406,2.338587,2.412392,0.718527,0.540975,0.899408,4.228536,4.029782,4.756971,1.049321,0.899408,-0.183187,7.204694,73.755192,0.945288,1.475481,1.926503,0.51658,1.432897,2.08488,32.055383,2.180516,361,1.280342,1.27642,1.278381,400,2.134346,2.040903,2.087741,0.645749,0.682303,0.301221,0.628759,0.40153,15.471041,22.824811,0.225225,0.433767,1.134468,1.309643,0.15015,0.3003,0.547622,0.706865,0.672913,0.594231,11.497923,12.691334,3.897845,9.778681,0.075273,0.354796,0.004889,0.01579,0.826227,0.998834,1.114556,1.002479,0.891429,0.016794,1.899853,0.523398,0.468237,0.508666,0.868328,0.018814,C
0.638837,0.65828,0.576889,0.537501,0.87694,2.270112,3.669069,3.669202,0.720182,0.717062,1.016287,4.183979,6.583622,6.593433,0.635513,1.016287,-0.004528,9.736475,66.903604,2.190104,1.852531,3.156487,0.886231,2.959103,2.534743,38.86413,2.405359,452,2.863142,2.955961,2.909449,559,2.383698,2.524575,2.454137,0.354061,1.140388,0.671339,0.609476,0.573059,51.525396,34.649897,0.383717,0.358692,1.418085,1.459793,0.233567,0.166834,0.694775,0.699186,0.62057,0.687259,30.842169,23.807819,20.065479,10.206273,0.617748,0.635805,0.012135,0.018692,3.665274,0.932623,0.444005,0.908091,0.859269,0.016415,1.894831,0.814927,0.58503,0.799306,0.805031,0.018051,C
-0.72161,0.770484,0.503845,0.596453,0.856417,1.888743,2.603599,2.959746,0.625036,0.76415,0.987216,3.614857,4.833518,5.593879,0.747873,0.987216,-0.128367,8.930655,16.1977,1.778158,1.450252,2.535911,0.777658,2.444497,2.020776,34.040611,2.284734,462,2.582157,2.664197,2.623266,579,2.047758,1.806296,1.927027,0.495204,0.78081,0.624084,0.429969,0.471426,27.635547,23.728664,0.392059,0.308642,1.685018,1.451451,0.175175,0.15015,0.783193,0.653626,0.66074,0.710585,17.158701,18.679825,9.839173,4.672794,0.637672,0.376044,0.023619,0.016103,1.973538,0.69981,0.518845,0.673658,0.819067,0.029023,1.122029,0.868146,0.845484,0.856022,0.806091,0.041892,C
-0.46685,0.735296,0.546504,0.534671,0.852225,3.076665,2.349036,3.172668,0.71817,0.681537,0.990081,5.35058,4.419378,5.409805,1.210709,0.990081,0.26228,8.905284,50.646812,1.281935,2.389741,2.94429,0.801631,1.839154,3.239119,39.621831,2.387344,540,1.873261,1.780678,1.827056,565,3.544254,3.425919,3.485087,0.38986,0.85845,0.414804,0.790377,0.550036,20.269284,27.872292,0.258678,0.559079,1.301736,2.036048,0.1502,0.250334,0.610731,0.991828,0.744808,0.650179,16.527754,12.503683,3.391255,13.884092,0.350275,1.484517,0.017585,0.056258,0.794556,1.052337,1.189961,1.042544,0.78092,-0.026879,2.377263,0.673666,0.415557,0.63546,0.751225,0.033244,C
-0.953554,-0.782704,0.268157,0.349667,0.481261,1.405173,1.603731,1.662834,0.343469,0.433772,0.553289,2.111077,2.851032,2.949968,0.740461,0.553289,-0.501533,2.430196,32.421265,0.457853,1.094649,1.270648,0.175086,0.680809,1.505161,62.680249,2.258776,620,0.522897,0.509084,0.516002,489,1.552308,1.377522,1.464915,1.221957,0.310502,0.30193,0.553593,0.420349,3.627899,8.953721,0.233567,0.533867,1.001001,1.626627,0.15015,0.15015,0.492383,0.820964,0.665244,0.618391,2.896946,4.198182,0.712457,4.498608,0.018496,0.256931,0.005124,0.029543,0.144929,0.174938,1.120726,0.176035,0.85296,0.027421,0.773846,0.354136,0.623279,0.35364,0.828214,0.001483,C
1.48819,0.281946,0.332841,0.549545,0.705518,2.354436,2.937129,2.981216,0.436491,0.697477,0.8228,3.622564,5.340322,5.554266,0.678342,0.8228,0.263212,5.53761,14.218438,1.34056,3.420147,3.922311,0.720441,1.786883,4.495384,84.911479,2.829993,604,1.790563,1.947202,1.868753,761,4.521627,5.313724,4.917676,0.29988,0.840304,0.712229,1.100555,0.885114,16.006739,41.739824,0.383717,0.525526,1.54321,2.510844,0.316984,0.15015,0.728622,1.168845,0.691761,0.697467,11.424071,19.786556,4.226174,18.733312,0.356494,3.219956,0.022779,0.083592,0.788827,0.378873,0.626857,0.382987,0.773542,-0.011563,2.640652,0.990019,0.479337,1.002563,0.658506,-0.008561,C
-0.051542,-0.194077,0.506258,0.663437,0.920128,2.656432,3.320387,4.14597,0.643786,0.865156,1.078404,4.576326,5.088586,6.188303,0.899332,1.078404,0.048535,10.488919,4.596853,1.56028,1.156238,2.126535,0.683446,2.163254,1.746993,24.304609,2.128904,462,2.187055,2.126218,2.156703,585,1.472969,1.446058,1.459514,0.581503,0.61029,0.545005,0.308189,0.367951,21.023993,14.943804,0.367034,0.308642,1.526527,1.317985,0.158492,0.15015,0.751707,0.637142,0.661004,0.708033,14.160477,11.749054,6.498338,2.941747,0.365178,0.253003,0.017677,0.017222,1.530406,0.620394,0.565045,0.598413,0.822464,0.031596,0.753415,0.393105,0.607592,0.33647,0.808936,0.156113,C
0.333216,2.869126,0.549244,0.602188,0.902592,2.295424,2.972218,3.11713,0.703932,0.757768,1.034279,4.537585,4.90549,5.561834,0.925001,1.034279,-0.079444,10.025347,23.561681,1.783405,1.927386,2.90948,0.855403,2.519724,2.659147,34.790663,2.337851,734,2.331959,2.272533,2.302206,706,2.688235,2.442739,2.565661,0.501626,0.802606,0.574189,0.565987,0.513203,22.345997,26.585739,0.367034,0.483817,1.685018,1.618285,0.15015,0.15015,0.819665,0.831913,0.695188,0.676175,14.055222,13.739985,7.550314,12.06289,0.740461,0.782865,0.034272,0.03034,1.329832,0.939938,0.79322,0.939666,0.749571,0.000625,1.550827,0.758968,0.589008,0.693738,0.759895,0.084888,C
0.727012,-0.648414,0.316856,0.329567,0.504959,1.399701,1.377629,1.701166,0.398033,0.412228,0.573029,2.490861,2.573424,2.905039,0.967917,0.573029,0.324978,2.925683,41.922168,1.304132,1.811094,2.444878,0.378006,1.743033,2.351748,100.178995,2.684179,454,1.75178,1.751833,1.751807,646,2.426218,2.322938,2.374658,0.516929,0.640289,0.727829,0.971778,0.770844,11.584046,13.826379,0.575576,0.809142,1.568235,1.84351,0.241909,0.15015,0.860324,1.036808,0.57522,0.56207,5.056973,4.0534,6.345167,9.257046,0.181906,0.515933,0.015954,0.038762,1.211458,0.255578,0.38986,0.244748,0.848943,0.022985,1.516077,0.293317,0.340508,0.279517,0.784736,0.022366,C
-0.835896,-1.280662,0.283269,0.346648,0.498411,1.194046,1.322486,1.350671,0.366634,0.438469,0.571555,2.172217,2.508382,2.65318,0.865983,0.571555,0.051035,3.026999,7.919111,0.759086,0.702856,1.149303,0.18361,1.056153,1.009689,45.516492,2.132326,596,0.930923,0.965638,0.948251,529,0.824139,0.806468,0.815304,1.333658,0.330799,0.473874,0.358548,0.367123,8.586224,8.142439,0.266934,0.283617,1.151151,1.009343,0.191859,0.15015,0.56514,0.522184,0.697046,0.653329,6.896985,6.344604,1.601363,1.741494,0.087877,0.056341,0.01034,0.006968,0.354573,0.259759,0.82918,0.26022,0.82584,-0.004727,0.383988,0.236264,0.745316,0.230362,0.869132,0.043031,C
-1.577688,-4.021673,0.337848,0.41462,0.596445,1.513251,1.990801,2.330108,0.429768,0.521221,0.675553,2.904411,3.898052,4.230587,0.745093,0.675553,0.174535,4.158584,20.978824,0.989568,1.295757,1.80125,0.349919,1.381739,1.841332,51.924844,2.311175,501,1.258102,1.283604,1.270853,671,1.696637,1.716615,1.706626,0.838118,0.464455,0.517958,0.552641,0.480805,9.7867,15.948908,0.342009,0.316984,1.326326,1.54321,0.191859,0.15015,0.693825,0.739795,0.643291,0.714599,6.215237,10.976111,3.461021,4.510779,0.110443,0.462018,0.011414,0.029833,0.714069,0.163675,0.361358,0.126917,0.848547,0.124941,0.772752,0.453869,0.694107,0.442847,0.76238,0.033665,C
-0.70641,0.124017,0.522689,0.590996,0.873139,2.523721,3.872437,3.87301,0.664289,0.792319,1.033948,4.417928,5.838383,6.014625,0.756704,1.033948,0.232042,9.652628,26.31967,1.513022,1.656483,2.479687,0.71584,2.088993,2.287972,30.796262,2.245456,465,2.022995,2.156183,2.089589,496,2.439531,2.0139,2.226286,0.482957,0.765506,0.511884,0.495647,0.452146,25.606807,25.92334,0.275275,0.35035,1.451451,1.434768,0.166834,0.158492,0.659073,0.695775,0.68158,0.663193,18.480502,17.963205,6.916573,7.519135,0.209732,0.441,0.008258,0.017306,1.610265,0.778564,0.648332,0.774187,0.844971,0.006505,1.718668,0.759359,0.594942,0.725695,0.830146,0.04366,C
-1.395923,-0.352587,0.536684,0.499225,0.824074,2.773829,2.313807,2.784231,0.698342,0.636742,0.945051,4.689827,4.075254,4.691416,1.150806,0.945051,0.015315,8.382772,85.298405,1.708971,2.549793,3.401075,0.895664,2.410297,3.307767,48.637948,2.518475,693,1.955904,1.939534,1.947719,911,3.33783,3.593694,3.465762,0.344045,0.981327,0.5631,0.903188,0.657075,40.13233,31.465579,0.375375,0.4004,1.109443,1.768435,0.258592,0.383717,0.594746,0.874392,0.586187,0.732117,26.767853,21.404635,13.123683,8.817659,0.240794,1.243285,0.006036,0.041138,2.330558,0.687149,0.480506,0.658949,0.861774,0.028588,1.098808,0.649228,0.645217,0.638407,0.61963,0.01918,P
