mean_value_ML,mean_value_AP,mean_distance_ML,mean_distance_AP,mean_distance_Radius,maximal_distance_ML,maximal_distance_AP,maximal_distance_Radius,rms_ML,rms_AP,rms_Radius,range_ML,range_AP,range_ML_AND_AP,range_ratio_ML_AND_AP,planar_deviation_ML_AND_AP,coefficient_sway_direction_ML_AND_AP,confidence_ellipse_area_ML_AND_AP,principal_sway_direction_ML_AND_AP,mean_velocity_ML,mean_velocity_AP,mean_velocity_ML_AND_AP,sway_area_per_second_ML_AND_AP,phase_plane_parameter_ML,phase_plane_parameter_AP,LFS_ML_AND_AP,fractal_dimension_ML_AND_AP,zero_crossing_SPD_ML,peak_velocity_pos_SPD_ML,peak_velocity_neg_SPD_ML,peak_velocity_all_SPD_ML,zero_crossing_SPD_AP,peak_velocity_pos_SPD_AP,peak_velocity_neg_SPD_AP,peak_velocity_all_SPD_AP,mean_peak_Sway_Density,mean_distance_peak_Sway_Density,mean_frequency_ML,mean_frequency_AP,mean_frequency_ML_AND_AP,total_power_Power_Spectrum_Density_ML,total_power_Power_Spectrum_Density_AP,power_frequency_50_Power_Spectrum_Density_ML,power_frequency_50_Power_Spectrum_Density_AP,power_frequency_95_Power_Spectrum_Density_ML,power_frequency_95_Power_Spectrum_Density_AP,frequency_mode_Power_Spectrum_Density_ML,frequency_mode_Power_Spectrum_Density_AP,centroid_frequency_Power_Spectrum_Density_ML,centroid_frequency_Power_Spectrum_Density_AP,frequency_dispersion_Power_Spectrum_Density_ML,frequency_dispersion_Power_Spectrum_Density_AP,energy_content_below_05_Power_Spectrum_Density_ML,energy_content_below_05_Power_Spectrum_Density_AP,energy_content_05_2_Power_Spectrum_Density_ML,energy_content_05_2_Power_Spectrum_Density_AP,energy_content_above_2_Power_Spectrum_Density_ML,energy_content_above_2_Power_Spectrum_Density_AP,frequency_quotient_Power_Spectrum_Density_ML,frequency_quotient_Power_Spectrum_Density_AP,short_time_diffusion_Diffusion_ML,long_time_diffusion_Diffusion_ML,critical_time_Diffusion_ML,critical_displacement_Diffusion_ML,short_time_scaling_Diffusion_ML,long_time_scaling_Diffusion_ML,short_time_diffusion_Diffusion_AP,long_time_diffusion_Diffusion_AP,critical_time_Diffusion_AP,critical_displacement_Diffusion_AP,short_time_scaling_Diffusion_AP,long_time_scaling_Diffusion_AP,Label
-0.537134,-1.248485,0.369663,0.49966,0.67925,1.720252,3.219445,3.24432,0.479404,0.662328,0.817623,3.010592,5.134287,5.190883,0.58637,0.817623,0.283344,5.741283,20.37336,1.053754,1.638065,2.135687,0.437913,1.507268,2.283181,44.593894,2.317232,517,1.248432,1.315122,1.281777,382,2.122642,2.458753,2.290256,0.585276,0.740447,0.504085,0.579731,0.50058,16.614092,27.214343,0.308642,0.425425,1.29296,1.39306,0.2002,0.15015,0.621994,0.707929,0.650638,0.599792,11.842336,15.775196,4.668042,11.157513,0.103715,0.281634,0.006282,0.010457,0.947167,0.474166,0.669475,0.472342,0.866982,0.004804,2.344618,0.777785,0.523014,0.752642,0.876568,0.02535,P
0.601631,1.814546,0.275132,0.608134,0.712052,1.608587,2.139336,2.213594,0.356588,0.741774,0.823033,2.93854,3.906036,3.961163,0.752307,0.823033,0.161536,4.921578,5.709735,0.757083,1.00111,1.388486,0.276458,1.045453,1.431574,33.820787,2.102107,624,0.886002,0.862086,0.874063,941,1.302724,1.343737,1.323231,1.125987,0.388103,0.4866,0.291107,0.310452,9.987664,9.546382,0.342009,0.283617,0.984318,0.900901,0.35035,0.15015,0.526492,0.543448,0.601008,0.724271,7.915265,8.279792,2.0172,1.127658,0.055199,0.138933,0.005557,0.014768,0.42659,0.196254,0.62796,0.190993,0.863552,0.029196,0.21412,0.255602,1.188301,0.270969,0.682417,0.169202,P
-1.117277,0.963847,0.484703,0.693061,0.935002,2.15571,2.676056,2.737481,0.618564,0.873929,1.070688,4.27542,4.418001,4.659676,0.967727,1.070688,-0.00703,10.19195,0.57116,1.611394,1.30509,2.289653,0.693833,2.144504,1.883809,26.931413,2.180077,571,1.957292,1.932763,1.945027,644,1.716645,1.763758,1.740238,0.537675,0.809692,0.58789,0.332996,0.389872,31.729344,19.173844,0.367034,0.308642,1.159493,1.092759,0.166834,0.15015,0.62818,0.653062,0.640199,0.7191,21.643805,13.846644,9.74408,4.975334,0.341458,0.351866,0.010879,0.018694,1.736446,0.751915,0.60882,0.74698,0.849961,0.006635,0.728666,0.562111,0.816643,0.532389,0.774709,0.134099,P
0.045999,-0.534216,0.560055,0.573487,0.886455,2.777723,3.675206,3.876271,0.724593,0.74686,1.040594,5.223833,6.512929,6.572327,0.802071,1.040594,0.119917,10.129675,37.916193,3.768112,3.831503,5.976616,1.75364,4.943812,5.132067,70.730472,2.954513,961,5.018627,5.140257,5.079442,683,5.193202,4.955015,5.074109,0.175354,1.375895,1.18977,1.181451,1.073406,57.317581,62.142632,0.417084,0.725726,1.901902,2.135469,0.358692,0.258592,0.898238,1.089147,0.684718,0.604822,35.908872,18.556872,19.022212,39.823867,2.386497,3.761893,0.043445,0.064437,2.918236,1.038742,0.457841,1.054011,0.651775,-0.009339,5.583359,1.13254,0.3446,1.155397,0.739342,-0.009378,P
-2.346761,-2.211441,0.457354,0.693961,0.916733,3.076554,2.762858,3.11498,0.591228,0.860004,1.043627,4.96641,5.282203,5.282211,0.940215,1.043627,-0.120438,9.516769,8.715965,3.882685,7.690155,9.211674,2.382076,4.840874,9.180408,116.036796,3.564731,1086,5.622437,5.667355,5.644917,1136,11.080993,11.323741,11.202474,0.072191,0.754979,1.501239,1.959612,1.599782,27.097297,29.254269,0.375375,0.842509,4.67968,4.854855,0.191859,0.316984,1.477334,2.795492,0.821902,0.68541,17.720665,9.685316,6.46374,8.045039,2.912892,11.523914,0.120445,0.649954,0.553456,0.66614,1.279774,0.668126,0.381654,0.006033,0.555894,0.472645,39.96,1.525494,0.136867,0.142564,P
-1.962691,0.768054,0.776725,0.620186,1.102894,4.081995,2.660081,4.224656,1.019853,0.765331,1.275081,6.783466,4.818482,6.940458,1.407801,1.275081,-0.052757,14.695646,84.863197,1.270303,2.113255,2.713577,0.992336,1.958102,2.810558,22.136057,2.172322,489,1.505903,1.422098,1.464,694,2.925712,2.762433,2.84419,0.437794,0.980272,0.289208,0.60256,0.391718,58.96455,34.558912,0.225225,0.4004,0.692359,1.434768,0.158492,0.15015,0.377155,0.778832,0.633341,0.70296,53.922255,21.645239,4.886445,12.000774,0.155849,0.912899,0.00265,0.027132,1.504482,1.39201,0.954237,1.383322,0.896195,0.06683,1.729845,1.216776,0.792129,1.215158,0.75775,0.002855,P
0.649076,-3.20345,0.657491,0.816092,1.163512,2.657622,3.569241,3.914929,0.82166,1.01976,1.309594,5.152608,6.421214,6.823212,0.802435,1.309594,0.042936,15.783263,5.57915,5.371186,6.715581,9.439652,3.418431,6.500246,8.360104,71.721736,3.235654,1156,7.532244,7.171448,7.35169,1077,9.497571,9.181992,9.339781,0.069452,1.465951,1.444609,1.455172,1.291666,56.001914,103.731918,0.52535,0.542028,1.801201,2.551701,0.1501,0.52535,0.914299,1.045108,0.689037,0.706133,26.145438,42.82055,27.579682,53.902674,2.276793,7.008694,0.042379,0.072461,1.818551,1.348597,0.740205,1.355595,0.488318,-0.008603,3.426309,1.953383,0.572683,1.948839,0.506124,0.002089,P
-0.429143,0.975122,0.409018,0.426482,0.662495,1.59909,1.695175,2.161165,0.524293,0.541811,0.753951,2.853994,3.163544,3.434225,0.902151,0.753951,0.167173,5.280488,39.437747,0.399711,0.732904,0.907611,0.198791,0.735988,1.097209,20.604997,1.875405,612,0.431028,0.415551,0.423303,434,0.834298,0.86359,0.84891,1.659306,0.30443,0.172812,0.30389,0.218113,3.155714,12.69808,0.291959,0.25025,0.925926,0.934268,0.15015,0.15015,0.474232,0.460473,0.604448,0.637491,2.565839,10.429264,0.580176,2.219252,0.009699,0.049564,0.003083,0.003919,0.13497,0.068464,0.528671,0.043699,0.884647,0.352204,0.507935,0.70299,1.190928,0.69562,0.899806,-0.030156,P
0.448638,-0.924539,0.304525,0.392065,0.555854,1.367922,1.558775,1.567196,0.38549,0.506254,0.636314,2.477201,3.003203,3.036494,0.824853,0.636314,0.181519,3.618375,16.670391,0.942377,1.950926,2.346128,0.391949,1.263552,2.562323,77.729331,2.557704,696,1.18787,1.203256,1.195575,965,2.785303,2.988193,2.886748,0.762051,0.376584,0.547232,0.879939,0.671979,9.658682,9.395404,0.308642,0.316984,1.301301,4.029029,0.208542,0.191859,0.658229,1.396034,0.703907,0.828053,7.099189,6.932741,2.42609,1.354318,0.133403,1.108345,0.014005,0.133744,0.411433,0.243552,0.713638,0.241575,0.78912,0.012079,0.174001,0.177385,1.036805,0.179191,0.40663,0.140174,P
-1.050685,2.479245,0.632025,0.848712,1.188096,2.544479,3.653813,3.666829,0.834894,1.103017,1.383363,4.960462,5.613382,5.827503,0.883685,1.383363,0.076171,17.312393,7.554927,2.253271,2.301887,3.585269,1.307822,2.9888,3.056981,24.826263,2.294764,843,3.060185,2.99505,3.027618,914,3.191851,3.216026,3.203925,0.339538,0.826425,0.630448,0.479616,0.480436,49.754663,21.898643,0.283617,0.316984,1.151151,2.04371,0.175175,0.275275,0.598765,0.93239,0.71894,0.779083,40.38862,15.900109,8.744202,4.870095,0.621841,1.12844,0.012656,0.05433,1.550991,1.44958,0.955042,1.45065,0.726983,-0.008026,0.447441,0.219989,0.104824,0.050783,0.482377,0.324989,P
2.2048,0.547997,0.601121,0.60741,0.94062,3.638278,2.581038,4.444258,0.775308,0.748726,1.077819,5.865716,4.580681,6.671197,1.280533,1.077819,0.128469,10.854024,52.597981,1.531073,2.871263,3.545726,1.033404,2.169973,3.823292,39.161664,2.450985,600,1.751187,1.895894,1.82342,720,3.86523,3.705254,3.785131,0.325135,1.123733,0.450406,0.835913,0.600145,28.828575,44.347394,0.342009,0.658992,1.117784,1.659993,0.258592,0.191859,0.621373,0.912564,0.615754,0.621944,19.042259,18.602766,9.539041,24.276521,0.247274,1.468107,0.008652,0.034238,1.810081,0.461957,0.399127,0.371715,0.861753,0.118318,3.49991,0.955511,0.41666,0.914677,0.766387,0.024943,P
0.469734,-0.967351,0.469946,0.692518,0.921256,3.509979,3.544834,3.567666,0.613584,0.871105,1.065509,5.320281,6.109554,6.119997,0.870813,1.065509,-0.168894,9.932712,12.638749,1.663385,2.341847,3.184115,0.947283,2.300028,3.208687,38.429758,2.404447,519,2.059462,2.026053,2.042757,584,3.062972,3.224101,3.143398,0.371867,1.085821,0.625914,0.597995,0.550267,29.23113,43.94131,0.417084,0.467134,1.251251,1.659993,0.358692,0.45045,0.68418,0.782417,0.603492,0.633258,18.372581,25.032329,10.478697,17.319553,0.379853,1.589428,0.013166,0.037529,2.095192,0.793449,0.572001,0.807474,0.853441,-0.015683,2.860876,0.805869,0.420243,0.723762,0.792702,0.061978,P
0.295227,2.158218,0.444962,0.420915,0.678391,2.210046,1.508173,2.268926,0.57058,0.507152,0.76339,3.957247,3.005702,4.090598,1.31658,0.76339,-0.161665,5.384076,63.076092,0.86548,1.420852,1.817213,0.398895,1.23886,1.896692,40.461442,2.233592,646,1.066243,1.048356,1.057313,805,2.014611,1.995197,2.004904,0.953309,0.406505,0.343957,0.596931,0.426472,10.733498,9.031244,0.316984,0.425425,1.001001,2.160494,0.15015,0.15015,0.567605,0.985497,0.678814,0.737983,8.354067,5.192314,2.266127,3.363665,0.113304,0.475264,0.010669,0.055548,0.421734,0.208632,0.58782,0.175889,0.822945,0.16065,0.371741,0.176551,0.429932,0.128899,0.627374,0.186334,P
0.632065,-0.781112,0.410499,0.347069,0.597472,1.675524,1.660676,1.881985,0.518914,0.436458,0.678061,3.192329,3.294536,3.354385,0.968977,0.678061,0.123464,4.237498,72.313452,1.596133,2.409591,3.193022,0.626805,2.155802,3.146952,90.331471,2.759827,589,1.938765,1.996421,1.967593,783,3.062564,3.376406,3.219485,0.380735,0.80238,0.687587,1.227716,0.850842,17.490157,17.034641,0.633967,0.842509,1.618285,2.235569,0.15015,0.625626,0.869763,1.206871,0.556532,0.564146,6.332177,3.451722,10.753889,12.327644,0.404092,1.255275,0.02365,0.079552,1.659626,0.320666,0.332471,0.264974,0.83305,0.086618,1.639513,0.330754,0.308753,0.317937,0.697873,0.016815,P
-0.423731,0.675431,0.877052,0.894585,1.40456,4.61581,4.069174,4.995079,1.125199,1.147998,1.607474,7.804998,7.485095,7.983069,1.042739,1.607474,0.011606,24.352783,15.025383,2.129953,2.7408,3.837529,1.805582,2.999072,3.759847,18.890775,2.229192,430,2.710055,2.693371,2.701694,642,3.689446,3.777788,3.733548,0.288021,1.322007,0.429452,0.541783,0.434987,68.252264,66.184408,0.35035,0.375375,1.134468,1.618285,0.15015,0.15015,0.593829,0.757614,0.628677,0.705058,49.331291,44.294323,18.338611,19.685227,0.582361,2.204858,0.008606,0.034462,3.826174,2.626741,0.806333,2.621357,0.878416,0.004766,3.132765,1.365876,0.533908,1.20764,0.759521,0.098105,P
-1.324167,-2.338431,0.714481,0.689826,1.098531,2.9391,3.590445,3.868007,0.919075,0.896549,1.283939,5.450729,6.208857,6.818956,0.877896,1.283939,0.106074,15.448095,51.584048,2.173272,2.512462,3.683133,1.312303,3.01751,3.413116,28.581774,2.351313,605,2.523676,2.729032,2.626354,736,3.346127,3.233183,3.289578,0.311292,1.204853,0.53789,0.644065,0.53379,53.958866,43.101404,0.4004,0.492159,1.29296,1.659993,0.175175,0.367034,0.663447,0.831463,0.634597,0.657107,33.326068,21.916454,19.990985,19.825864,0.641813,1.359086,0.012038,0.032559,3.151901,1.494765,0.633628,1.468474,0.836941,0.019445,2.619042,1.225642,0.593328,1.182356,0.761769,0.03444,P
0.669951,-0.128872,0.322752,0.42972,0.590026,1.482264,1.526252,1.55772,0.406562,0.522775,0.662259,2.841523,2.855449,2.923762,0.995123,0.662259,0.186456,3.937,18.136828,0.896119,1.075811,1.551687,0.291812,1.235265,1.499707,47.248232,2.232691,558,1.092874,1.07371,1.083275,615,1.439834,1.240227,1.34003,0.852973,0.500452,0.490984,0.442711,0.418696,11.629024,10.745867,0.367034,0.550551,1.126126,1.234568,0.35035,0.567234,0.573931,0.746929,0.600566,0.592819,8.774565,4.462658,2.783637,6.105814,0.070821,0.177395,0.006127,0.016785,0.60329,0.309147,0.676525,0.307481,0.862344,0.006911,0.735018,0.153704,0.322712,0.11159,0.833365,0.141555,P
0.42085,-1.783268,0.389047,0.416358,0.624986,1.392176,1.652186,1.745238,0.478923,0.512339,0.701326,2.656405,3.074606,3.119209,0.863982,0.701326,0.082947,4.610319,25.432048,0.693748,1.061136,1.389934,0.282081,1.019217,1.478258,36.141803,2.12088,468,0.785566,0.80817,0.796893,431,1.472548,1.310596,1.391572,0.985345,0.432281,0.315333,0.450686,0.35407,9.776177,17.215091,0.291959,0.333667,0.942609,1.19286,0.175175,0.158492,0.49166,0.593718,0.609385,0.634765,7.714241,12.416618,2.026925,4.663065,0.035011,0.135408,0.003594,0.007928,0.452605,0.152868,0.473112,0.117622,0.900257,0.175102,0.907115,0.485166,0.69378,0.480418,0.869273,0.013449,P
-0.406818,-0.178468,0.46215,0.673855,0.885616,1.837619,2.209796,2.558428,0.590487,0.806027,0.999177,3.489232,4.269784,4.841865,0.817192,0.999177,-0.039793,8.966498,3.586264,1.036745,1.116803,1.682207,0.45779,1.470271,1.627879,22.490717,2.044115,378,1.332098,1.310179,1.321109,608,1.474275,1.428061,1.45113,0.774026,0.557159,0.396697,0.293076,0.302412,21.150908,17.030284,0.308642,0.316984,1.001001,1.117784,0.208542,0.15015,0.509146,0.584598,0.607252,0.686463,16.67093,13.735027,4.373416,3.077974,0.106562,0.217283,0.005064,0.012924,1.01639,0.684006,0.800331,0.680826,0.899533,0.010461,0.682065,0.429499,0.71622,0.394894,0.818698,0.125841,P
0.220614,0.340108,0.362354,0.312797,0.528804,1.30295,1.199041,1.447534,0.445097,0.390616,0.592193,2.558918,2.292347,2.746597,1.116287,0.592193,-0.065178,3.27105,76.76863,1.10044,1.303718,1.893386,0.336024,1.509288,1.741147,69.390286,2.4304,609,1.441289,1.426409,1.433849,843,1.821685,1.628034,1.724859,0.741669,0.46908,0.537035,0.73704,0.570045,15.92078,8.742536,0.283617,0.500501,1.259593,1.835169,0.175175,0.45045,0.614186,0.898692,0.707686,0.672541,12.478679,4.341904,3.233333,4.046878,0.208768,0.353754,0.013287,0.04217,0.687734,0.392606,0.710594,0.394771,0.812368,-0.008048,0.485214,0.133352,0.325329,0.100179,0.702472,0.127363,P
-0.416473,-0.117619,0.747999,0.493221,0.982697,2.87298,1.849366,2.939791,0.914172,0.609385,1.098663,4.820241,3.309249,4.962869,1.456597,1.098663,0.142067,10.396783,80.588705,1.313565,0.872841,1.736681,0.506236,1.941994,1.274145,20.024782,2.022359,359,1.694506,1.651653,1.673079,574,1.094576,1.080785,1.087693,0.651552,0.697989,0.310542,0.312942,0.281362,27.629761,10.977972,0.417084,0.333667,0.967634,1.017684,0.408742,0.15015,0.559754,0.568255,0.521987,0.659568,18.271262,8.264221,9.233834,2.599116,0.124665,0.114636,0.004532,0.010553,1.807233,1.230873,0.806855,1.219568,0.916306,0.021496,0.476486,0.532793,1.075085,0.537883,0.837041,0.065663,P
2.586409,1.101686,0.742736,0.781017,1.179809,3.752342,3.243564,4.956375,0.970521,1.01202,1.402176,6.62106,6.342559,8.078803,1.04391,1.402176,0.303333,17.64581,41.069306,2.295264,2.271023,3.609734,1.449934,3.308394,3.225356,24.531564,2.293061,535,3.010719,2.88035,2.945535,669,2.98579,2.928048,2.956919,0.347816,1.132471,0.546472,0.514199,0.487112,51.728458,37.766273,0.483656,0.517011,1.259173,1.58439,0.1501,0.1501,0.736291,0.845138,0.60058,0.651267,26.535766,18.120441,24.346511,18.536887,0.846181,1.108945,0.01663,0.030252,3.944293,1.689947,0.604261,1.689034,0.841801,0.000537,2.522373,1.368645,0.659407,1.319798,0.777737,0.043638,P
0.721041,0.032787,0.388335,0.392043,0.608757,1.655096,1.411676,1.693154,0.47768,0.484611,0.68046,3.203465,2.700949,3.280972,1.186051,0.68046,0.065678,4.355105,38.814741,0.883313,1.026971,1.491015,0.292577,1.237978,1.380794,41.055854,2.177903,592,1.114819,1.062684,1.088796,744,1.376737,1.323251,1.35003,0.981517,0.374612,0.402234,0.463228,0.389945,11.112459,10.691004,0.283522,0.3002,1.284189,1.359239,0.183456,0.158439,0.578364,0.632933,0.684543,0.71837,8.85058,8.447373,2.161145,2.069319,0.100735,0.174312,0.009148,0.016575,0.482429,0.427091,0.928296,0.42633,0.830723,0.01198,0.392007,0.206815,0.603907,0.182381,0.758604,0.124648,P
-0.070048,-1.350869,0.596431,0.729585,1.044176,2.386801,2.700212,2.700456,0.754749,0.897526,1.172689,4.543495,4.960546,5.051603,0.915926,1.172689,0.319608,12.102052,30.70907,1.115109,0.99809,1.66742,0.5252,1.700344,1.606853,16.51706,1.964474,441,1.34507,1.343463,1.344267,512,1.227511,1.130654,1.178988,0.729291,0.623411,0.330618,0.241916,0.254236,20.561863,15.752571,0.316984,0.291959,1.042709,1.001001,0.15015,0.15015,0.54891,0.527918,0.603895,0.636931,14.43708,12.046651,6.040164,3.624982,0.08462,0.080938,0.004132,0.005165,1.26187,0.950891,0.847958,0.939197,0.895337,0.037514,0.86336,0.615629,0.781729,0.560543,0.877016,0.190335,P
-1.305173,-1.450918,0.38457,0.526923,0.718851,1.655154,2.596063,2.619011,0.47955,0.684452,0.835729,3.086537,4.902545,4.902606,0.629578,0.835729,-0.056807,6.178496,4.443347,1.411444,2.115657,2.805014,0.646483,1.950374,2.916792,54.425071,2.487076,655,1.725394,1.736065,1.730729,654,2.966168,2.766628,2.866551,0.463593,0.800272,0.649021,0.710015,0.621242,16.663002,32.640809,0.425425,0.500501,1.526527,1.701702,0.15015,0.175175,0.741676,0.831685,0.645642,0.656695,9.743966,16.223006,6.610838,15.336134,0.308198,1.08167,0.018845,0.034274,1.204023,0.420564,0.521135,0.415954,0.815386,0.008456,2.063939,0.60525,0.425518,0.553649,0.769994,0.052145,P
0.876793,1.305898,0.300258,0.495668,0.636556,2.424764,1.956851,2.440112,0.405542,0.631513,0.750515,3.570123,3.71053,3.833875,0.96216,0.750515,0.161431,4.765316,9.717498,0.593059,1.010072,1.269977,0.241086,0.885167,1.476975,31.948527,2.062526,711,0.637793,0.672623,0.655208,642,1.331728,1.299649,1.315714,1.274319,0.389259,0.34928,0.360356,0.317632,8.528707,13.882886,0.266934,0.291959,0.767434,0.992659,0.166834,0.15015,0.450604,0.56196,0.630535,0.713332,7.19747,11.582808,1.291663,2.132721,0.039574,0.167358,0.004662,0.012202,0.25656,0.389608,1.261616,0.381555,0.853918,-0.04494,0.566027,0.774006,1.209353,0.769532,0.807903,-0.015249,P
1.53255,-1.632359,0.422043,0.450692,0.685434,2.081104,2.024317,2.417874,0.546658,0.587853,0.802749,3.727875,3.789747,4.328251,0.983674,0.802749,-0.232696,5.892555,36.323009,1.407678,1.919369,2.633256,0.589274,2.005952,2.586834,53.571792,2.456929,469,1.831346,1.765449,1.798397,731,2.771759,2.350915,2.561337,0.540825,0.763723,0.589816,0.753092,0.611635,19.588922,20.334216,0.475475,0.500501,1.418085,1.801802,0.158492,0.15015,0.73043,0.906123,0.597283,0.676494,10.149171,10.034752,9.18602,9.542246,0.253731,0.757219,0.013123,0.038679,1.668963,0.457618,0.459894,0.437928,0.861208,0.02831,1.321537,0.541391,0.526918,0.515268,0.735014,0.038593,P
1.919014,-1.16383,0.533106,1.199014,1.401656,3.464853,4.751896,5.12943,0.681307,1.538972,1.683037,5.496939,9.134183,9.326093,0.601799,1.683037,-0.245289,19.164883,7.557994,0.846823,1.800938,2.152385,0.870484,1.47749,3.048767,13.463578,1.976819,680,0.92326,0.891023,0.907166,473,2.364601,2.424624,2.394613,0.709611,0.768513,0.280898,0.26561,0.24448,22.415253,77.899738,0.283617,0.225225,0.850851,1.059393,0.15015,0.15015,0.483014,0.518074,0.635177,0.7429,18.054361,68.412734,4.237344,8.368965,0.123548,1.11804,0.005542,0.014561,0.846138,0.764771,0.9428,0.762767,0.880535,0.022274,2.467611,4.762621,1.49046,4.756748,0.822273,-0.001546,P
-0.312406,0.153236,0.302768,0.329571,0.495426,1.233432,1.223023,1.419443,0.383783,0.41377,0.564354,2.232917,2.410219,2.785859,0.926437,0.564354,-0.104076,2.977746,27.05618,0.947726,1.768248,2.149136,0.323289,1.223356,2.150794,86.521295,2.565679,988,1.236846,1.293734,1.265319,1113,2.405761,2.504617,2.455189,0.992392,0.368878,0.553532,0.948776,0.690637,8.121815,10.073363,0.266934,0.325325,0.975976,1.526527,0.15015,0.15015,0.612776,0.949455,0.781291,0.81253,7.075632,7.327281,0.937145,2.358346,0.109038,0.387736,0.013608,0.040032,0.168267,0.225938,1.263647,0.229039,0.658834,0.029126,0.218357,0.341368,1.558185,0.340916,0.502238,-0.001492,P
0.263036,0.334108,0.265911,0.573201,0.679495,1.264354,2.998542,3.029585,0.333842,0.738108,0.810095,2.168155,5.066487,5.106229,0.42794,0.810095,-0.229362,4.522028,7.30957,2.057213,5.329948,6.067483,1.045635,2.611832,6.610917,160.850364,3.493971,974,2.866758,2.839191,2.852961,999,7.589329,7.483792,7.53656,0.174548,0.662746,1.368084,1.644318,1.421633,8.588976,32.020226,0.684017,0.925926,3.678679,4.129129,0.15015,0.15015,1.428808,1.826592,0.711088,0.655597,3.257541,6.993248,4.303414,17.613469,1.02802,7.413509,0.135964,0.30128,0.386333,0.161517,0.405202,0.151144,0.519427,0.036738,1.474466,0.585149,0.275487,0.488594,0.428369,0.069939,P
-0.648482,-1.238491,0.304724,0.305288,0.474457,1.064247,1.398055,1.755984,0.365282,0.374237,0.522957,2.103341,2.438215,2.644535,0.862656,0.522957,-0.032039,2.576081,26.455248,0.651872,0.865831,1.198216,0.175861,0.897408,1.156502,55.759957,2.204146,570,0.785221,0.762322,0.773791,557,1.096735,1.040373,1.068554,1.131667,0.353001,0.37829,0.501525,0.402072,8.146105,7.550547,0.291959,0.458792,0.884218,1.209543,0.191859,0.15015,0.482003,0.66923,0.62672,0.618491,6.720226,4.09746,1.388367,3.348253,0.037513,0.104833,0.004626,0.01408,0.294722,0.159747,0.673312,0.14916,0.860845,0.086678,0.48003,0.171127,0.509995,0.153922,0.844579,0.078679,P
1.13127,-3.459366,0.429204,0.498702,0.724035,1.707506,1.698595,1.835288,0.520501,0.612844,0.804052,2.931157,3.251756,3.506288,0.901408,0.804052,0.168512,5.928212,22.884681,0.651332,0.970201,1.285826,0.296655,1.008638,1.409565,26.001911,2.01235,446,0.676627,0.627878,0.652198,397,1.23413,1.205531,1.219831,0.907822,0.526962,0.268355,0.344026,0.28274,16.128728,16.486406,0.258592,0.342009,0.583917,0.984318,0.216884,0.166834,0.367185,0.540745,0.562766,0.597703,14.833937,11.795601,1.254791,4.583926,0.04,0.106879,0.002486,0.006525,0.467968,0.334042,0.817914,0.323184,0.920846,0.082199,0.895405,0.498722,0.7068,0.479894,0.898701,0.055451,P
0.44607,-0.298781,0.213046,0.370422,0.46693,1.008315,2.067031,2.125727,0.28331,0.482072,0.559158,1.750755,3.299431,3.429915,0.530623,0.559158,0.347947,2.414121,15.99749,0.450214,1.00712,1.184419,0.155639,0.642598,1.412806,58.8157,2.216894,754,0.557632,0.555128,0.556379,549,1.419035,1.211362,1.315198,1.418452,0.315454,0.373693,0.480789,0.403849,3.047185,10.068399,0.283617,0.442109,0.867534,1.334668,0.158492,0.15015,0.51888,0.692124,0.690625,0.638848,2.583557,6.078396,0.435796,3.791902,0.027831,0.198101,0.009218,0.02007,0.093475,0.049022,0.577642,0.039318,0.789005,0.200973,0.635369,0.322792,0.652544,0.313977,0.825633,0.032432,P
0.378486,-2.40061,0.383816,0.513473,0.704893,1.800466,2.688894,2.773329,0.513733,0.671556,0.845523,3.439005,4.658215,4.744504,0.738267,0.845523,-0.344753,6.105916,25.909541,0.794563,1.061514,1.470419,0.330185,1.145612,1.546628,28.869355,2.074607,420,0.960727,0.899651,0.930262,427,1.415091,1.279229,1.34716,0.806021,0.520132,0.366079,0.365576,0.332111,12.131231,22.382176,0.308642,0.25025,0.992659,0.925926,0.15015,0.15015,0.497715,0.484269,0.597507,0.6579,9.505566,18.211787,2.58832,4.030281,0.037345,0.140108,0.003088,0.006299,0.610285,0.37042,0.745522,0.358305,0.906696,0.056615,0.97893,1.153387,1.092263,1.143862,0.882168,-0.046984,P
-1.444885,0.046674,0.936149,0.773165,1.335834,5.320731,2.947257,5.424661,1.235559,0.954594,1.561364,8.63195,5.362207,8.638558,1.609775,1.561364,-0.026727,22.229743,87.07508,2.635821,2.56973,4.054313,1.80776,3.774415,3.637634,21.863999,2.293412,377,3.585332,3.565898,3.575615,537,3.598226,3.894008,3.746117,0.296756,1.557537,0.497899,0.58774,0.483203,136.483217,50.223328,0.291959,0.392059,1.042709,1.710043,0.216884,0.15015,0.529568,0.82623,0.636699,0.689932,104.292917,29.384096,31.3684,19.083347,0.8219,1.755885,0.006058,0.036228,6.797456,2.938537,0.619749,2.894921,0.892055,0.015628,3.47439,1.421517,0.537412,1.315316,0.782092,0.062519,P
